Mois;Ligne;Instant;Instant;Instant;Ponctualité;Nombre de trains comptabilisés;Nombre de trains arrivés à Bruxelles avec moins de 6 min. de retard;Minutes de retard
2017-01;94;Daluren;Heures creuses;Off-peak hours;94.41997063142438;681;643;891
2017-01;96;Weekends;Weekends;Weekends;98.08612440191388;418;410;405
2017-01;124;Avondspits;Pointe du soir;Evening peak hour;90.87301587301587;252;229;537
2017-01;124;Daluren;Heures creuses;Off-peak hours;95.6989247311828;837;801;1177
2017-01;162;Ochtendspits;Pointe du matin;Morning peak hour;85.9375;64;55;231
2017-01;162;Weekends;Weekends;Weekends;92.3076923076923;143;132;181
2017-01;162;Daluren;Heures creuses;Off-peak hours;87.44186046511628;215;188;644
2017-02;25-27;Weekends;Weekends;Weekends;90.24943310657596;441;398;947
2017-02;36-36C;Avondspits;Pointe du soir;Evening peak hour;88.32630098452883;711;628;1824
2017-02;36-36C;Weekends;Weekends;Weekends;88.04780876494024;1004;884;2780
2017-02;36-36C;Daluren;Heures creuses;Off-peak hours;90.33404406538736;2814;2542;6088
2017-02;50A;Ochtendspits;Pointe du matin;Morning peak hour;72.86652078774617;457;333;1890
2017-02;50A;Weekends;Weekends;Weekends;78.02197802197803;546;426;2574
2017-02;60;Weekends;Weekends;Weekends;98.7012987012987;154;152;130
2017-02;89;Ochtendspits;Pointe du matin;Morning peak hour;68.08510638297872;188;128;840
2017-02;89;Avondspits;Pointe du soir;Evening peak hour;96.36363636363636;110;106;121
2017-02;94;Avondspits;Pointe du soir;Evening peak hour;89.171974522293;157;140;482
2017-02;94;Daluren;Heures creuses;Off-peak hours;91.48936170212765;611;559;928
2017-02;96;Ochtendspits;Pointe du matin;Morning peak hour;82.52148997134671;349;288;1073
2017-02;96;Avondspits;Pointe du soir;Evening peak hour;90.9433962264151;265;241;643
2017-02;96;Daluren;Heures creuses;Off-peak hours;94.94845360824742;970;921;1454
2017-02;124;Ochtendspits;Pointe du matin;Morning peak hour;89.54703832752612;287;257;725
2017-02;124;Weekends;Weekends;Weekends;97.08029197080292;274;266;299
2017-02;161;Avondspits;Pointe du soir;Evening peak hour;86.14457831325302;166;143;568
2017-02;161;Weekends;Weekends;Weekends;93.69747899159664;238;223;316
2017-02;162;Avondspits;Pointe du soir;Evening peak hour;74.57627118644068;59;44;305
2017-02;162;Weekends;Weekends;Weekends;88.23529411764706;119;105;214
2017-02;162;Daluren;Heures creuses;Off-peak hours;81.77083333333334;192;157;954
2017-03;25-27;Ochtendspits;Pointe du matin;Morning peak hour;85.35564853556485;478;408;1259
2017-03;25-27;Daluren;Heures creuses;Off-peak hours;91.22203098106712;1743;1590;3662
2017-03;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;88.21548821548821;891;786;2455
2017-03;36-36C;Weekends;Weekends;Weekends;83.9655172413793;1160;974;3234
2017-03;36-36C;Daluren;Heures creuses;Off-peak hours;90.64436183395291;3228;2926;7020
2017-03;50A;Ochtendspits;Pointe du matin;Morning peak hour;71.7557251908397;524;376;2328
2017-03;50;Avondspits;Pointe du soir;Evening peak hour;91.17647058823529;68;62;173
2017-03;60;Daluren;Heures creuses;Off-peak hours;93.34298118668596;691;645;1153
2017-03;89;Weekends;Weekends;Weekends;80.18867924528303;106;85;309
2017-04;50A;Ochtendspits;Pointe du matin;Morning peak hour;77.36263736263737;455;352;1673
2017-04;50A;Daluren;Heures creuses;Off-peak hours;94.61713419257013;1319;1248;2138
2017-04;124;Daluren;Heures creuses;Off-peak hours;96.90444145356662;743;720;752
2017-05;36-36C;Daluren;Heures creuses;Off-peak hours;88.20614469772052;3027;2670;8065
2017-05;96;Daluren;Heures creuses;Off-peak hours;90.13953488372093;1075;969;2373
2017-05;124;Avondspits;Pointe du soir;Evening peak hour;81.55737704918032;244;199;1008
2017-05;124;Weekends;Weekends;Weekends;81.48148148148148;351;286;950
2017-05;161;Daluren;Heures creuses;Off-peak hours;82.7127659574468;752;622;2633
2017-06;25-27;Ochtendspits;Pointe du matin;Morning peak hour;95.44468546637745;461;440;739
2017-06;36-36C;Avondspits;Pointe du soir;Evening peak hour;82.00270635994588;739;606;2789
2017-06;50;Ochtendspits;Pointe du matin;Morning peak hour;97.11538461538461;104;101;201
2017-06;60;Avondspits;Pointe du soir;Evening peak hour;85.32608695652173;184;157;454
2017-06;89;Weekends;Weekends;Weekends;95.77464788732394;142;136;183
2017-06;94;Avondspits;Pointe du soir;Evening peak hour;87.20930232558139;172;150;488
2017-06;124;Weekends;Weekends;Weekends;96.25;320;308;378
2017-07;25-27;Weekends;Weekends;Weekends;98.05996472663139;567;556;431
2017-07;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;90.86161879895562;766;696;1642
2017-07;124;Ochtendspits;Pointe du matin;Morning peak hour;97.4910394265233;279;272;349
2017-07;162;Avondspits;Pointe du soir;Evening peak hour;89.83050847457628;59;53;227
2017-08;25-27;Avondspits;Pointe du soir;Evening peak hour;90.929203539823;452;411;884
2017-08;25-27;Daluren;Heures creuses;Off-peak hours;93.48458406050028;1719;1607;2781
2017-08;50A;Ochtendspits;Pointe du matin;Morning peak hour;79.10714285714285;560;443;1921
2017-08;50A;Avondspits;Pointe du soir;Evening peak hour;93.26923076923077;416;388;775
2017-08;50;Avondspits;Pointe du soir;Evening peak hour;93.84615384615384;65;61;140
2017-08;50;Daluren;Heures creuses;Off-peak hours;98.74476987447699;239;236;338
2017-08;60;Avondspits;Pointe du soir;Evening peak hour;89.79591836734694;196;176;395
2017-08;60;Weekends;Weekends;Weekends;98.31649831649831;297;292;192
2017-08;89;Ochtendspits;Pointe du matin;Morning peak hour;74.19354838709677;217;161;785
2017-08;89;Avondspits;Pointe du soir;Evening peak hour;95.45454545454545;132;126;170
2017-08;96;Avondspits;Pointe du soir;Evening peak hour;88.71951219512195;328;291;699
2017-08;124;Weekends;Weekends;Weekends;99.57627118644068;236;235;169
2017-08;161;Ochtendspits;Pointe du matin;Morning peak hour;88.54625550660793;227;201;501
2017-08;161;Avondspits;Pointe du soir;Evening peak hour;89.82035928143712;167;150;320
2017-08;161;Weekends;Weekends;Weekends;91.66666666666666;204;187;396
2017-08;162;Daluren;Heures creuses;Off-peak hours;90.49429657794677;263;238;527
2017-09;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;80.20594965675058;874;701;3133
2017-09;36-36C;Weekends;Weekends;Weekends;85.86387434554975;1337;1148;3743
2017-09;60;Ochtendspits;Pointe du matin;Morning peak hour;85.52631578947368;228;195;630
2017-09;89;Ochtendspits;Pointe du matin;Morning peak hour;62.92134831460674;267;168;1715
2017-09;89;Weekends;Weekends;Weekends;82.89473684210526;152;126;443
2017-09;94;Avondspits;Pointe du soir;Evening peak hour;87.70053475935828;187;164;474
2017-09;161;Daluren;Heures creuses;Off-peak hours;76.15131578947368;608;463;2534
2017-09;162;Ochtendspits;Pointe du matin;Morning peak hour;74.60317460317461;63;47;244
2017-09;162;Weekends;Weekends;Weekends;78.98089171974523;157;124;702
2017-10;25-27;Avondspits;Pointe du soir;Evening peak hour;74.82993197278913;441;330;2676
2017-10;25-27;Weekends;Weekends;Weekends;90.8183632734531;501;455;1116
2017-10;25-27;Daluren;Heures creuses;Off-peak hours;81.82890855457227;1695;1387;6524
2017-10;36-36C;Daluren;Heures creuses;Off-peak hours;87.31435643564357;3232;2822;8886
2017-10;50A;Ochtendspits;Pointe du matin;Morning peak hour;48.32214765100671;596;288;4131
2017-10;50A;Daluren;Heures creuses;Off-peak hours;82.28013029315962;1535;1263;5445
2017-10;50;Avondspits;Pointe du soir;Evening peak hour;90.76923076923077;65;59;203
2017-10;50;Daluren;Heures creuses;Off-peak hours;88.38174273858921;241;213;680
2017-10;60;Avondspits;Pointe du soir;Evening peak hour;90.10416666666666;192;173;450
2017-10;60;Weekends;Weekends;Weekends;96.27118644067797;295;284;408
2017-10;89;Ochtendspits;Pointe du matin;Morning peak hour;59.56678700361011;277;165;1544
2017-10;89;Weekends;Weekends;Weekends;79.08496732026144;153;121;525
2017-10;96;Ochtendspits;Pointe du matin;Morning peak hour;53.23741007194245;417;222;2951
2017-10;96;Avondspits;Pointe du soir;Evening peak hour;81.15015974440894;313;254;1070
2017-10;124;Daluren;Heures creuses;Off-peak hours;88.98305084745762;944;840;2793
2017-10;161;Avondspits;Pointe du soir;Evening peak hour;68.94736842105263;190;131;993
2017-10;161;Daluren;Heures creuses;Off-peak hours;78.65311308767471;787;619;2880
2017-10;162;Avondspits;Pointe du soir;Evening peak hour;80.3030303030303;66;53;313
2017-10;162;Weekends;Weekends;Weekends;87.94326241134752;141;124;328
2017-10;162;Daluren;Heures creuses;Off-peak hours;85.15625;256;218;1093
2017-11;36-36C;Avondspits;Pointe du soir;Evening peak hour;82.68991282689913;803;664;2803
2017-11;36-36C;Daluren;Heures creuses;Off-peak hours;85.86560741476332;3021;2594;8659
2017-11;50A;Ochtendspits;Pointe du matin;Morning peak hour;55.78583765112263;579;323;3985
2017-11;50;Ochtendspits;Pointe du matin;Morning peak hour;74.50980392156863;102;76;400
2017-11;50;Weekends;Weekends;Weekends;96.91358024691358;162;157;299
2017-11;60;Daluren;Heures creuses;Off-peak hours;91.3312693498452;646;590;1421
2017-11;89;Daluren;Heures creuses;Off-peak hours;88.95582329317268;498;443;1091
2017-11;94;Avondspits;Pointe du soir;Evening peak hour;72.72727272727273;187;136;814
